Feature,CPF,Disting,Distinct,Feat_Length,BR_Label,WB_Label,Feat_Source,Toddler_Access,SD_Toddler_Access_Ratings,N_Toddler_Access_Ratings
has_a_hitch,1,D,1,11,visual-form_and_surface,external_component,MCSM,1.97,1.2,39
has_a_hole,5,ND,0.2,10,visual-form_and_surface,external_component,MCSM,5.07,1.63,42
has_a_hood,5,ND,0.2,10,visual-form_and_surface,external_component,MCSM,4.97,1.65,38
has_a_hose,4,ND,0.25,10,visual-form_and_surface,external_component,LLAMA,4.11,1.59,38
has_a_hump,1,D,1,10,visual-form_and_surface,external_component,MCSM,5.05,1.91,37
has_a_jungle_gym,1,D,1,16,visual-form_and_surface,external_component,LLAMA,5.67,1.24,36
has_a_kitchen,3,ND,0.333,13,visual-form_and_surface,internal_component,MCSM,4.82,2.04,34
has_a_knee,1,D,1,10,visual-form_and_surface,external_component,LLAMA,5.09,1.56,43
has_a_knee_cap,1,D,1,14,visual-form_and_surface,external_component,LLAMA,2.95,1.65,37
has_a_knob,1,D,1,10,visual-form_and_surface,external_component,MCSM,4.51,1.75,75
has_a_knot,1,D,1,10,visual-form_and_surface,external_component,MCSM,3.56,1.68,32
has_a_label,1,D,1,11,visual-form_and_surface,external_component,MCSM,3.28,1.89,36
has_a_ladder,2,D,0.5,12,visual-form_and_surface,external_component,LLAMA,4.72,1.63,36
has_a_large_beak,2,D,0.5,16,visual-form_and_surface,external_component,MCSM,4,1.78,39
has_a_large_pit,2,D,0.5,15,visual-form_and_surface,internal_component,MCSM,2.99,1.64,67
has_a_lasso,1,D,1,11,encyclopaedic,associated_entity,LLAMA,3.75,1.81,36
has_a_latch,1,D,1,11,visual-form_and_surface,external_component,MCSM,3.44,1.89,39
has_a_leader,1,D,1,12,encyclopaedic,associated_entity,LLAMA,2.7,1.76,37
has_a_leafy_top,1,D,1,15,visual-form_and_surface,external_component,MCSM,3.52,1.62,40
has_a_lid,6,ND,0.167,9,visual-form_and_surface,external_component,MCSM,4.89,1.98,38
has_a_light_inside,3,ND,0.333,18,visual-form_and_surface,internal_component,MCSM,3.78,1.75,37
has_a_lighthouse,1,D,1,16,encyclopaedic,associated_entity,MCSM,2.75,1.76,36
has_a_lining,2,D,0.5,12,visual-form_and_surface,internal_component,MCSM,2.55,1.8,73
has_a_lint_filter,1,D,1,17,visual-form_and_surface,internal_component,LLAMA,2.05,1.39,38
has_a_lobe,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.15,2.01,40
has_a_lock,5,ND,0.2,10,visual-form_and_surface,external_component,MCSM,4.74,1.69,38
has_a_long_barrel,1,D,1,17,visual-form_and_surface,external_component,MCSM,2.89,1.56,38
has_a_long_beak,2,D,0.5,15,visual-form_and_surface,external_component,MCSM,4.26,1.82,39
has_a_long_blade,1,D,1,16,visual-form_and_surface,external_component,MCSM,3.6,1.69,40
has_a_long_handle,4,ND,0.25,17,visual-form_and_surface,external_component,MCSM,4.58,1.78,40
has_a_long_mane,1,D,1,15,visual-form_and_surface,external_component,MCSM,4.16,1.72,38
has_a_long_neck,5,ND,0.2,15,visual-form_and_surface,external_component,MCSM,5.36,1.25,36
has_a_long_tail,8,ND,0.125,15,visual-form_and_surface,external_component,MCSM,5.43,1.24,37
has_a_long_tongue,3,ND,0.333,17,visual-form_and_surface,internal_component,MCSM,3.59,1.79,41
has_a_loser,1,D,1,11,encyclopaedic,systemic_property,LLAMA,3.11,2.16,37
has_a_lot_of_land,2,D,0.5,17,encyclopaedic,quantity,LLAMA,3.64,1.66,39
has_a_mane,4,ND,0.25,10,visual-form_and_surface,external_component,MCSM,4.55,1.6,76
has_a_mask,1,D,1,10,visual-form_and_surface,external_surface_property,MCSM,3.65,1.78,37
has_a_mast,1,D,1,10,visual-form_and_surface,external_component,MCSM,2,1.34,40
has_a_mattress,2,D,0.5,14,visual-form_and_surface,external_component,MCSM,4.39,1.86,36
has_a_message,3,ND,0.333,13,visual-form_and_surface,external_surface_property,MCSM,2.9,1.55,41
has_a_metal_blade,2,D,0.5,17,visual-form_and_surface,external_component,MCSM,3,1.89,40
has_a_metal_end,1,D,1,15,visual-form_and_surface,external_component,MCSM,2.64,1.46,36
has_a_metal_head,2,D,0.5,16,visual-form_and_surface,external_component,MCSM,2.7,1.91,37
has_a_microwave,1,D,1,15,visual-form_and_surface,internal_component,LLAMA,4.69,2.03,35
has_a_mirror_on_top,1,D,1,19,visual-form_and_surface,external_component,MCSM,3.03,1.83,37
has_a_motor,5,ND,0.2,11,visual-form_and_surface,internal_component,MCSM,3.57,1.88,37
has_a_mouth,3,ND,0.333,11,visual-form_and_surface,external_component,MCSM,5.89,1.67,38
has_a_mouth-piece,2,D,0.5,17,visual-form_and_surface,external_component,MCSM,2.62,2.03,40
has_a_mouthpiece,1,D,1,16,visual-form_and_surface,external_component,MCSM,2.85,1.59,40
has_a_name_on_it,1,D,1,16,visual-form_and_surface,external_surface_property,MCSM,3.13,1.96,38
has_a_neck,5,ND,0.2,10,visual-form_and_surface,external_component,MCSM,4.02,1.98,43
has_a_nose,4,ND,0.25,10,visual-form_and_surface,external_component,MCSM,6.05,1.29,43
has_a_nozzle,1,D,1,12,visual-form_and_surface,external_component,MCSM,2.83,1.65,42
has_a_palm,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.95,1.94,38
has_a_pastor,1,D,1,12,encyclopaedic,associated_entity,LLAMA,3.39,1.98,36
has_a_patio,1,D,1,11,encyclopaedic,associated_entity,LLAMA,2.5,1.41,38
has_a_pendant,1,D,1,13,encyclopaedic,associated_entity,MCSM,3.06,1.71,35
has_a_penis,2,D,0.5,11,visual-form_and_surface,external_component,LLAMA,2.92,1.99,38
has_a_periscope,1,D,1,15,visual-form_and_surface,internal_component,MCSM,2.86,1.87,35
has_a_Phillips_head,1,D,1,19,visual-form_and_surface,external_component,MCSM,2.14,1.66,36
has_a_pillow_case,1,D,1,17,encyclopaedic,associated_entity,MCSM,4.35,1.95,37
has_a_pin,1,D,1,9,visual-form_and_surface,external_component,MCSM,2.07,1.49,71
has_a_pit,6,ND,0.167,9,visual-form_and_surface,internal_component,MCSM,3.64,1.48,39
has_a_playground,1,D,1,16,encyclopaedic,associated_entity,LLAMA,6,1.32,40
has_a_plug,2,D,0.5,10,visual-form_and_surface,external_component,MCSM,4.03,1.84,39
has_a_pointed_end,14,ND,0.071,17,visual-form_and_surface,external_surface_property,MCSM,3.75,2.01,36
has_a_pool,1,D,1,10,visual-form_and_surface,external_component,LLAMA,4.39,1.59,36
has_a_principal,1,D,1,15,encyclopaedic,associated_entity,LLAMA,3.33,1.99,36
has_a_propeller,2,D,0.5,15,visual-form_and_surface,external_component,MCSM,3.97,1.62,38
has_a_pupil,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,2.95,1.82,75
has_a_queen,1,D,1,11,encyclopaedic,associated_entity,LLAMA,3.25,1.99,36
has_a_radio,1,D,1,11,visual-form_and_surface,internal_component,MCSM,3.64,1.78,39
has_a_rattle_on_tail,1,D,1,20,visual-form_and_surface,external_component,MCSM,3.65,2.03,34
has_a_receiver,1,D,1,14,visual-form_and_surface,external_component,MCSM,2.03,1.48,38
has_a_red_breast,1,D,1,16,visual-colour,external_component,MCSM,3.03,1.63,39
has_a_red_nose,1,D,1,14,visual-form_and_surface,external_component,LLAMA,6.21,1.17,38
has_a_red_outside,1,D,1,17,visual-colour,external_surface_property,MCSM,3.67,1.81,39
has_a_refrigerator,1,D,1,18,visual-form_and_surface,internal_component,LLAMA,4.97,1.76,38
has_a_retractable_head,1,D,1,22,visual-form_and_surface,external_component,MCSM,3.33,1.86,40
has_a_ribbon,1,D,1,12,encyclopaedic,associated_entity,MCSM,3.38,1.82,37
has_a_ring_in_its_nose,1,D,1,22,encyclopaedic,associated_entity,MCSM,3.02,1.54,41
has_a_ringmaster,1,D,1,16,encyclopaedic,associated_entity,LLAMA,2.79,1.85,39
has_a_roof,8,ND,0.125,10,visual-form_and_surface,external_component,MCSM,4.88,1.83,33
has_a_rope,2,D,0.5,10,visual-form_and_surface,external_component,LLAMA,4.84,1.65,68
has_a_round_end,1,D,1,15,visual-form_and_surface,external_component,MCSM,4.58,1.78,36
has_a_sandbox,1,D,1,13,visual-form_and_surface,external_component,LLAMA,5.94,1.33,71
has_a_scarf,1,D,1,11,encyclopaedic,associated_entity,LLAMA,3.97,1.84,36
has_a_screen,2,D,0.5,12,visual-form_and_surface,external_component,LLAMA,4.03,1.9,38
has_a_screw_end,1,D,1,15,visual-form_and_surface,external_component,MCSM,2.23,1.66,35
has_a_screw_on_lid,1,D,1,18,visual-form_and_surface,external_component,MCSM,3.85,1.44,39
has_a_seal,2,D,0.5,10,visual-form_and_surface,external_component,MCSM,2.37,1.68,38
has_a_seat,11,ND,0.091,10,visual-form_and_surface,external_component,MCSM,5.55,1.55,38
has_a_see_saw,1,D,1,13,visual-form_and_surface,external_component,LLAMA,5.51,1.34,39
has_a_shade,1,D,1,11,visual-form_and_surface,external_component,MCSM,3.22,1.81,37
has_a_sheath,2,D,0.5,12,visual-form_and_surface,external_component,MCSM,2,1.46,35
has_a_sheet,1,D,1,11,visual-form_and_surface,external_component,MCSM,2.92,1.64,40
has_a_shell,12,ND,0.083,11,visual-form_and_surface,external_component,MCSM,4.36,1.84,36
has_a_shirt,2,D,0.5,11,visual-form_and_surface,external_component,MCSM,5.47,1.59,36
has_a_shower,1,D,1,12,visual-form_and_surface,internal_component,LLAMA,5.34,1.46,38
has_a_signature,1,D,1,15,visual-form_and_surface,external_component,MCSM,2.24,1.71,37
has_a_sink,2,D,0.5,10,visual-form_and_surface,internal_component,LLAMA,5.17,2.04,36
has_a_siren,1,D,1,11,visual-form_and_surface,external_component,MCSM,5.76,1.13,38
has_a_skull,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,3.08,1.75,39
has_a_sky,1,D,1,9,visual-form_and_surface,external_component,LLAMA,5.39,1.64,41
has_a_slide,1,D,1,11,visual-form_and_surface,external_component,LLAMA,6.08,1.25,40
has_a_slide_valve,1,D,1,17,visual-form_and_surface,external_component,MCSM,2.09,1.67,35
has_a_snout,1,D,1,11,visual-form_and_surface,external_component,MCSM,4.33,1.64,40
has_a_soft_cover,2,D,0.5,16,visual-form_and_surface,external_component,MCSM,3.51,2,39
has_a_spine,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,3.08,1.9,39
has_a_spout,1,D,1,11,visual-form_and_surface,external_component,MCSM,3.36,1.98,74
has_a_steering_wheel,2,D,0.5,20,visual-form_and_surface,internal_component,MCSM,4.54,1.76,37
has_a_stem,5,ND,0.2,10,visual-form_and_surface,external_component,MCSM,3.61,1.81,38
has_a_stethoscope,1,D,1,17,encyclopaedic,associated_entity,LLAMA,4.42,1.75,33
has_a_stinger,3,ND,0.333,13,visual-form_and_surface,external_component,MCSM,4.14,1.77,37
has_a_stone,1,D,1,11,visual-form_and_surface,internal_component,MCSM,3.16,1.9,38
has_a_stone_blade,1,D,1,17,visual-form_and_surface,external_component,MCSM,2,1.46,35
has_a_stove,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,4.89,1.64,35
has_a_strap,4,ND,0.25,11,visual-form_and_surface,external_component,MCSM,3.69,1.65,36
has_a_string,3,ND,0.333,12,visual-form_and_surface,external_component,MCSM,3.79,1.95,38
has_a_stripe,1,D,1,12,visual-form_and_surface,external_surface_property,MCSM,4.4,1.88,35
has_a_strong_beak,1,D,1,17,visual-form_and_surface,external_component,MCSM,3.54,1.95,35
has_a_sun_roof,1,D,1,14,visual-form_and_surface,external_component,MCSM,2.54,1.46,35
has_a_surface,1,D,1,13,visual-form_and_surface,external_component,MCSM,3.79,1.89,39
has_a_swingset,5,ND,0.2,14,encyclopaedic,associated_entity,LLAMA,5.92,1.55,37
has_a_switch,1,D,1,12,visual-form_and_surface,external_component,MCSM,4.32,1.76,38
has_a_table,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,4.71,1.9,41
has_a_tail,43,ND,0.023,10,visual-form_and_surface,external_component,MCSM,5.97,1.34,36
has_a_television,2,D,0.5,16,encyclopaedic,internal_component,MCSM,5.31,1.78,39
has_a_television,2,D,0.5,16,visual-form_and_surface,internal_component,MCSM,5.31,1.78,39
has_a_temperature_control,1,D,1,25,visual-form_and_surface,external_component,MCSM,2.52,1.5,33
has_a_tent,1,D,1,10,encyclopaedic,associated_entity,LLAMA,3.46,1.89,37
has_a_thumb,3,ND,0.333,11,visual-form_and_surface,external_component,MCSM,4.76,1.76,38
has_a_thumb_(1)_and_all_fingers_(2),1,D,1,35,visual-form_and_surface,external_component,MCSM,5.08,1.59,37
has_a_tightrope,1,D,1,15,visual-form_and_surface,internal_component,LLAMA,3.59,1.72,37
has_a_timer,2,D,0.5,11,visual-form_and_surface,external_component,MCSM,2.27,1.7,73
has_a_toilet,1,D,1,12,visual-form_and_surface,internal_component,LLAMA,5.73,1.47,37
has_a_tongue,5,ND,0.2,12,visual-form_and_surface,internal_component,MCSM,5.06,1.71,36
has_a_top,2,D,0.5,9,visual-form_and_surface,external_component,MCSM,3.39,1.92,38
has_a_tractor,1,D,1,13,encyclopaedic,associated_entity,LLAMA,4.53,1.91,38
has_a_tray,1,D,1,10,visual-form_and_surface,external_component,LLAMA,4.24,1.8,37
has_a_trigger,5,ND,0.2,13,visual-form_and_surface,external_component,MCSM,2.89,1.97,35
has_a_trunk,3,ND,0.333,11,visual-form_and_surface,external_component,MCSM,4.33,1.8,40
has_a_turntable,2,D,0.5,15,visual-form_and_surface,external_component,MCSM,2.8,1.81,40
has_a_turntable,2,D,0.5,15,visual-form_and_surface,internal_component,MCSM,2.8,1.81,40
has_a_uniform,2,D,0.5,13,visual-form_and_surface,external_component,LLAMA,4.59,2.06,37
has_a_visor,1,D,1,11,visual-form_and_surface,external_component,MCSM,3.1,1.72,67
has_a_wet_nose,1,D,1,14,tactile,external_component,MCSM,5.61,1.41,38
has_a_white_tail,1,D,1,16,visual-colour,external_component,MCSM,3.84,1.87,38
has_a_wick,1,D,1,10,visual-form_and_surface,external_component,MCSM,2.7,1.72,71
has_a_window,1,D,1,12,visual-form_and_surface,external_component,MCSM,4.97,1.66,37
has_a_winner,1,D,1,12,encyclopaedic,systemic_property,LLAMA,5.07,1.83,72
has_a_wooden_handle,7,ND,0.143,19,visual-form_and_surface,external_component,MCSM,2.84,1.76,37
has_a_wrapper,1,D,1,13,visual-form_and_surface,external_component,LLAMA,4.73,2.08,37
has_a_Y_shaped_part,1,D,1,19,visual-form_and_surface,external_component,MCSM,3.05,1.68,40
has_a_yard,1,D,1,10,visual-form_and_surface,external_component,LLAMA,4.83,1.45,40
has_a_zipper,4,ND,0.25,12,visual-form_and_surface,external_component,MCSM,4.74,1.74,73
has_Abraham_Lincoln,1,D,1,19,visual-form_and_surface,external_component,LLAMA,1.92,1.32,37
has_acrobats,1,D,1,12,encyclopaedic,associated_entity,LLAMA,3.79,2,38
has_actors,1,D,1,10,encyclopaedic,associated_entity,LLAMA,2.35,1.4,37
has_adjustable_volume_control,1,D,1,29,visual-form_and_surface,external_component,MCSM,3.44,1.96,79
has_advertisements,1,D,1,18,encyclopaedic,associated_abstract_entity,MCSM,2.51,1.76,39
has_air,1,D,1,7,visual-form_and_surface,external_component,LLAMA,4.56,1.88,41
has_air_pumps,1,D,1,13,visual-form_and_surface,external_component,LLAMA,1.97,1.32,37
has_airplanes,1,D,1,13,encyclopaedic,associated_entity,LLAMA,5.28,1.56,39
has_alcohol,3,ND,0.333,11,encyclopaedic,associated_entity,MCSM,1.33,0.69,73
has_an_abdomen,1,D,1,14,visual-form_and_surface,external_component,LLAMA,3.21,2.02,43
has_an_alarm,1,D,1,12,encyclopaedic,internal_component,MCSM,3.79,1.58,38
has_an_alter,1,D,1,12,visual-form_and_surface,internal_component,MCSM,2.44,1.65,39
has_an_antenna,1,D,1,14,visual-form_and_surface,external_component,MCSM,2.73,1.64,37
has_an_ear_drum,1,D,1,15,visual-form_and_surface,internal_component,LLAMA,2.49,1.74,37
has_an_elbow,1,D,1,12,visual-form_and_surface,external_component,LLAMA,4.9,1.68,40
has_an_end,3,ND,0.333,10,visual-form_and_surface,external_component,MCSM,2.97,1.68,38
has_an_engine,14,ND,0.071,13,visual-form_and_surface,internal_component,MCSM,3.95,1.81,42
has_an_eraser,1,D,1,13,visual-form_and_surface,external_component,MCSM,3.71,1.93,38
has_an_eraser_on_end,1,D,1,20,visual-form_and_surface,external_component,MCSM,4.74,1.73,39
has_an_inside,12,ND,0.083,13,visual-form_and_surface,internal_component,MCSM,3.35,1.92,37
has_an_iris,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,1.79,1.4,38
has_an_outside,4,ND,0.25,14,visual-form_and_surface,external_component,MCSM,3.68,1.84,37
has_an_oven,3,ND,0.333,11,visual-form_and_surface,internal_component,MCSM,4.92,1.67,38
has_an_udder,1,D,1,12,visual-form_and_surface,external_component,MCSM,3.15,2.01,40
has_animals,4,ND,0.25,11,encyclopaedic,associated_entity,LLAMA,5.47,1.7,36
has_antennae,5,ND,0.2,12,visual-form_and_surface,external_component,MCSM,3.42,1.81,36
has_antlers,4,ND,0.25,11,visual-form_and_surface,external_component,MCSM,3.94,1.72,70
has_ants,1,D,1,8,encyclopaedic,associated_entity,LLAMA,4.11,2.08,35
has_armrests,3,ND,0.333,12,visual-form_and_surface,external_component,MCSM,2.73,1.48,37
has_articles,1,D,1,12,visual-form_and_surface,internal_component,MCSM,2.55,1.88,75
has_authors,2,D,0.5,11,encyclopaedic,origin,MCSM,2.61,1.74,36
has_balloons,2,D,0.5,12,visual-form_and_surface,internal_component,LLAMA,5.83,1.48,40
has_bark,5,ND,0.2,8,visual-form_and_surface,external_component,MCSM,3.76,1.94,38
has_barns,1,D,1,9,visual-form_and_surface,external_component,LLAMA,4.73,1.73,37
has_bars,1,D,1,8,visual-form_and_surface,external_component,MCSM,4.85,1.5,34
has_bathrooms,3,ND,0.333,13,visual-form_and_surface,internal_component,MCSM,5.62,1.41,39
has_batteries,2,D,0.5,13,encyclopaedic,associated_entity,MCSM,2.92,1.69,37
has_batteries,2,D,0.5,13,visual-form_and_surface,internal_component,MCSM,2.92,1.69,37
has_beady_eyes,1,D,1,14,visual-form_and_surface,external_component,MCSM,3.49,1.83,41
has_bears,1,D,1,9,encyclopaedic,associated_entity,LLAMA,5.11,1.69,36
has_bedrooms,3,ND,0.333,12,visual-form_and_surface,internal_component,MCSM,5.03,1.82,37
has_beds,1,D,1,8,visual-form_and_surface,internal_component,MCSM,3.92,2.12,40
has_belt_loops,1,D,1,14,visual-form_and_surface,external_component,MCSM,3.11,1.94,36
has_benches,2,D,0.5,11,visual-form_and_surface,internal_component,MCSM,4.05,1.79,39
has_Bibles,1,D,1,10,visual-form_and_surface,internal_component,LLAMA,4.29,1.85,41
has_big_ears,1,D,1,12,visual-form_and_surface,external_component,MCSM,4.16,2.27,37
has_big_shoes,1,D,1,13,visual-form_and_surface,external_component,LLAMA,5.25,1.5,36
has_bindings,1,D,1,12,visual-form_and_surface,external_component,MCSM,2,1.78,37
has_birds,2,D,0.5,9,encyclopaedic,associated_entity,LLAMA,5.04,1.63,77
has_bits,1,D,1,8,visual-form_and_surface,external_component,MCSM,2.13,1.7,39
has_black_spots,1,D,1,15,visual-colour,external_surface_property,MCSM,4.74,2.05,39
has_blades,6,ND,0.167,10,visual-form_and_surface,external_component,MCSM,3.03,1.83,39
has_blankets,2,D,0.5,12,encyclopaedic,associated_entity,MCSM,6,1.49,37
has_blankets,2,D,0.5,12,visual-form_and_surface,external_component,MCSM,6,1.49,37
has_blinds,1,D,1,10,visual-form_and_surface,external_component,LLAMA,3.38,1.6,37
has_blubber,1,D,1,11,visual-form_and_surface,internal_component,MCSM,2.83,1.69,41
has_bones,11,ND,0.091,9,visual-form_and_surface,internal_component,LLAMA,3.7,1.87,37
has_books,1,D,1,9,visual-form_and_surface,internal_component,LLAMA,5.25,1.7,36
has_borders,1,D,1,11,visual-form_and_surface,external_component,LLAMA,2.12,1.62,33
has_bowls,1,D,1,9,visual-form_and_surface,external_component,MCSM,3.77,1.85,40
has_brakes,1,D,1,10,visual-form_and_surface,external_component,MCSM,3.66,1.85,38
has_branches,4,ND,0.25,12,visual-form_and_surface,external_component,MCSM,5.08,1.77,76
has_bread,1,D,1,9,visual-form_and_surface,external_component,LLAMA,5.46,1.61,80
has_breasts,1,D,1,11,visual-form_and_surface,external_component,LLAMA,4.03,1.84,38
has_bristles,4,ND,0.25,12,visual-form_and_surface,external_component,MCSM,3.5,2.06,36
has_bubbles,1,D,1,11,visual-form_and_surface,internal_component,MCSM,3.36,2.55,39
has_buckles,2,D,0.5,11,visual-form_and_surface,external_component,MCSM,3.88,1.84,40
has_bugs,3,ND,0.333,8,encyclopaedic,associated_entity,LLAMA,5.26,1.53,39
has_buildings,1,D,1,13,visual-form_and_surface,external_component,LLAMA,4.05,1.83,40
has_burners,1,D,1,11,visual-form_and_surface,external_component,LLAMA,3.07,1.8,42
has_businesses,1,D,1,14,encyclopaedic,associated_entity,LLAMA,2.3,1.36,40
has_butter,3,ND,0.333,10,visual-form_and_surface,external_component,LLAMA,4.71,1.62,35
has_buttons,15,ND,0.067,11,visual-form_and_surface,external_component,MCSM,5.51,1.43,37
has_cabinets,1,D,1,12,visual-form_and_surface,internal_component,LLAMA,3.78,2.1,37
has_cables,1,D,1,10,visual-form_and_surface,external_component,MCSM,1.97,1.55,33
has_caffeine,4,ND,0.25,12,encyclopaedic,internal_component,LLAMA,1.89,1.39,35
has_cages,1,D,1,9,visual-form_and_surface,internal_component,LLAMA,4.61,1.77,74
has_cake,1,D,1,8,visual-form_and_surface,internal_component,LLAMA,5.92,1.32,36
has_calcium,1,D,1,11,encyclopaedic,internal_component,LLAMA,2.33,2,36
has_candles,3,ND,0.333,11,encyclopaedic,associated_entity,MCSM,2.99,1.75,74
has_carbohydrates,2,D,0.5,17,encyclopaedic,internal_component,MCSM,1.47,1,36
has_cartilage,1,D,1,13,visual-form_and_surface,internal_component,LLAMA,1.93,1.68,74
has_cavities,1,D,1,12,encyclopaedic,internal_component,LLAMA,2.87,1.73,39
has_chairs,4,ND,0.25,10,visual-form_and_surface,internal_component,MCSM,5.25,1.45,40
has_channels,1,D,1,12,encyclopaedic,associated_entity,LLAMA,4.45,2.04,75
has_cheeks,1,D,1,10,visual-form_and_surface,external_component,LLAMA,5.05,1.67,37
has_cheese,5,ND,0.2,10,visual-form_and_surface,external_component,LLAMA,5.17,1.77,111
has_cheese,5,ND,0.2,10,visual-form_and_surface,internal_component,LLAMA,5.17,1.77,111
has_chicken,1,D,1,11,visual-form_and_surface,internal_component,LLAMA,3.96,1.74,80
has_chickens,1,D,1,12,encyclopaedic,associated_entity,LLAMA,5.65,1.23,37
has_children,3,ND,0.333,12,encyclopaedic,associated_entity,LLAMA,5.07,1.64,43
has_chlorine,1,D,1,12,encyclopaedic,internal_component,LLAMA,1.61,1.05,38
has_chocolate_chips,2,D,0.5,19,visual-form_and_surface,internal_component,LLAMA,4.71,1.81,38
has_cinnamon,1,D,1,12,taste,internal_surface_property,LLAMA,3.11,1.71,38
has_clasps,1,D,1,10,visual-form_and_surface,external_component,MCSM,2.43,1.61,35
has_classrooms,1,D,1,14,visual-form_and_surface,internal_component,LLAMA,3.7,1.93,37
has_claws,11,ND,0.091,9,visual-form_and_surface,external_component,MCSM,5.14,1.55,37
has_clergy,2,D,0.5,10,encyclopaedic,associated_entity,MCSM,2.33,1.49,36
has_clouds,2,D,0.5,10,encyclopaedic,associated_entity,LLAMA,6.11,1.11,38
